Brand,Name,Price,Year,City,Car case,Volume,Transmission,Mileage,Gear,Steer wheel,Color,Custom clearance
Toyota,Camry,1600000,1994,Алматы,универсал,3.0,автомат,300000.0,передний привод,слева,,Да
Mercedes-Benz,G 55 AMG,20000000,2007,Алматы,внедорожник,5.5,автомат,145000.0,полный привод,слева,серебристый металлик,Да
Mercedes-Benz,S 63 AMG,33000000,2014,Алматы,седан,5.5,автомат,130.0,полный привод,слева,черный металлик,Да
ГАЗ,24 (Волга),23000000,1983,Алматы,седан,2.4,механика,,задний привод,слева,серый металлик,Да
Toyota,RAV 4,11200000,2017,Алматы,кроссовер,2.5,автомат,116000.0,полный привод,слева,серебристый металлик,Да
Toyota,Camry,2500000,1996,Алматы,седан,2.2,автомат,584000.0,передний привод,слева,зеленый металлик,Да
Toyota,Land Cruiser,27500000,2013,Алматы,внедорожник,4.6,автомат,169000.0,полный привод,слева,белый,Да
Volkswagen,Passat,1350000,1993,Алматы,универсал,2.0,механика,,передний привод,слева,синий,Да
Geely,Monjaro,16800000,2023,Алматы,кроссовер,2.0,автомат,5.0,полный привод,слева,синий металлик,Да
Hyundai,Palisade,23000000,2022,Алматы,кроссовер,3.8,автомат,15000.0,полный привод,слева,черный,Да
Lexus,RX 350,44990000,2023,Алматы,кроссовер,2.5,автомат,1.0,полный привод,слева,черный металлик,Да
BMW,M240,35800000,2021,Алматы,купе,3.0,автомат,6000.0,полный привод,слева,фиолетовый,Да
Mitsubishi,Galant,670000,1993,Алматы,седан,1.8,механика,200000.0,передний привод,слева,бордовый металлик,Да
Toyota,Grand Highlander,39000000,2023,Алматы,кроссовер,2.4,автомат,120.0,полный привод,слева,белый металлик,Да
Volkswagen,ID.6,18500000,2022,Алматы,кроссовер,,автомат,900.0,задний привод,слева,синий металлик,Да
ГАЗ,ГАЗель,4200000,2007,Алматы,фургон,2.7,механика,385423.0,задний привод,слева,белый,Да
Subaru,Legacy,550000,1991,Алматы,универсал,2.2,механика,,полный привод,слева,красный металлик,Да
Lexus,RX 350,12990000,2010,Алматы,кроссовер,3.5,автомат,125000.0,полный привод,слева,белый металлик,Да
Kia,K8,23500000,2021,Алматы,седан,2.5,автомат,25000.0,передний привод,слева,,Да
УАЗ,Фермер,550000,1996,Алматы,пикап,2.7,механика,,полный привод,слева,серый,Да
Subaru,Outback,6200000,2008,Алматы,универсал,2.5,автомат,290000.0,полный привод,слева,синий металлик,Да
Toyota,Mark II,5000000,1997,Алматы,седан,2.5,автомат,208000.0,задний привод,слева,бежевый металлик,Да
Nissan,Primera,1300000,1999,Алматы,седан,1.8,механика,,передний привод,слева,зеленый,Да
Toyota,Previa,5500000,2008,Алматы,минивэн,2.4,автомат,77.0,передний привод,слева,белый,Да
Mitsubishi,Carisma,1100000,1996,Алматы,седан,1.6,механика,,передний привод,слева,серебристый металлик,Да
Toyota,Highlander,14000000,2011,Алматы,кроссовер,3.5,автомат,268214.0,полный привод,слева,черный,Да
Hyundai,Sonata,12500000,2021,Алматы,седан,2.5,автомат,26000.0,передний привод,слева,серебристый металлик,Да
Toyota,Highlander,28300000,2021,Алматы,кроссовер,3.5,автомат,55000.0,полный привод,слева,черный металлик,Да
Infiniti,FX35,8500000,2008,Алматы,кроссовер,3.5,автомат,264.0,полный привод,слева,черный,Да
Hyundai,Santa Fe,17800000,2021,Алматы,кроссовер,2.5,автомат,13400.0,полный привод,слева,белый,Да
BMW,iX3,25500000,2023,Алматы,кроссовер,,автомат,,задний привод,слева,,Да
Kia,Soul,10500000,2022,Алматы,кроссовер,1.6,автомат,20000.0,передний привод,слева,белый металлик,Да
Kia,Cerato,7400000,2018,Алматы,седан,1.6,механика,195000.0,передний привод,слева,белый,Да
Zeekr,X,16500000,2023,Алматы,кроссовер,,автомат,120.0,задний привод,слева,бежевый,Да
BMW,525,6500000,2004,Алматы,седан,2.5,автомат,250000.0,задний привод,слева,серебристый металлик,Да
Kia,K5,14900000,2022,Алматы,седан,2.0,автомат,30100.0,передний привод,слева,черный,Да
Hyundai,Sonata,5300000,2016,Алматы,седан,2.0,робот,152855.0,передний привод,слева,черный металлик,Да
Mercedes-Benz,G 55 AMG,23000000,2006,Алматы,внедорожник,5.5,автомат,1.0,полный привод,слева,серый металлик,Да
Toyota,Land Cruiser Prado,37200000,2023,Алматы,внедорожник,4.0,автомат,70.0,полный привод,слева,белый металлик,Да
Ford,Focus,5900000,2013,Алматы,хэтчбек,1.6,механика,85000.0,передний привод,слева,синий,Да
Volkswagen,Passat,4000000,2006,Алматы,седан,2.0,автомат,,передний привод,слева,золотистый металлик,Да
Toyota,Camry,14900000,2020,Алматы,седан,2.5,автомат,45600.0,передний привод,слева,белый металлик,Да
Nissan,Quest,2000000,1998,Алматы,минивэн,3.0,автомат,,передний привод,слева,,Да
Toyota,Land Cruiser,45000000,2020,Алматы,внедорожник,4.6,автомат,106000.0,полный привод,слева,белый,Да
Mitsubishi,Pajero IO,4400000,2000,Алматы,внедорожник,1.8,автомат,,полный привод,слева,красный металлик,Да
Mercedes-Benz,S 300,4700000,1989,Алматы,седан,3.0,механика,,задний привод,слева,коричневый металлик,Да
Toyota,Camry,4330000,2000,Алматы,седан,2.2,автомат,,передний привод,слева,,Да
Nissan,Almera Tino,3800000,2001,Алматы,минивэн,2.0,автомат,,передний привод,слева,серебристый металлик,Да
Haval,F7,10300000,2021,Алматы,кроссовер,1.5,робот,23500.0,полный привод,слева,синий металлик,Да
Toyota,Camry,9600000,2013,Алматы,седан,2.5,автомат,228000.0,передний привод,слева,серый металлик,Да
Lexus,LX 570,47500000,2017,Алматы,внедорожник,5.7,автомат,50000.0,полный привод,слева,белый металлик,Да
