Brand,Name,Price,Year,City,Car case,Volume,Transmission,Mileage,Gear,Steer wheel,Color,Custom clearance
ВАЗ (Lada),Priora 2172 (хэтчбек),1400000,2012,Алматы,хэтчбек,1.6,механика,335000.0,передний привод,слева,серебристый металлик,Да
BMW,X3 M,43000000,2020,Алматы,кроссовер,3.0,автомат,20000.0,полный привод,слева,серый металлик,Да
Volkswagen,Golf,500000,1990,Алматы,хэтчбек,1.8,автомат,,передний привод,слева,черный металлик,Да
Kia,K8,31000000,2021,Алматы,седан,3.5,автомат,2900.0,полный привод,слева,серый металлик,Да
Lexus,GS 300,4600000,1998,Алматы,седан,3.0,автомат,,задний привод,слева,синий металлик,Да
Mercedes-Benz,Viano,14000000,2014,Алматы,минивэн,2.2,автомат,163000.0,полный привод,слева,черный металлик,Да
Audi,A4,3000000,2003,Алматы,седан,3.0,автомат,250000.0,полный привод,слева,серебристый металлик,Да
ВАЗ (Lada),Granta 2190 (седан),3889000,2019,Алматы,седан,1.6,механика,131231.0,передний привод,слева,белый,Да
Toyota,RAV 4,6300000,2006,Алматы,кроссовер,3.5,автомат,,полный привод,слева,белый металлик,Да
Toyota,Land Cruiser Prado,11200000,2007,Алматы,внедорожник,2.7,автомат,267000.0,полный привод,слева,серый металлик,Да
Toyota,Caldina,1500000,1995,Алматы,универсал,2.0,автомат,364000.0,передний привод,справа,белый,Да
Volkswagen,Tiguan,14600000,2021,Алматы,кроссовер,2.0,автомат,35000.0,передний привод,слева,серый металлик,Да
Chevrolet,Tahoe,39000000,2021,Алматы,внедорожник,6.2,автомат,19500.0,полный привод,слева,серый,Да
Toyota,4Runner,4000000,1993,Алматы,внедорожник,3.0,автомат,290000.0,полный привод,слева,белый металлик,Да
Mitsubishi,Pajero,17000000,2019,Алматы,внедорожник,3.8,автомат,25.0,полный привод,слева,белый,Да
Zeekr,X,18000000,2023,Алматы,кроссовер,,автомат,500.0,полный привод,слева,бежевый металлик,Да
Nissan,Bluebird,1900000,1995,Алматы,седан,2.0,автомат,,передний привод,справа,белый металлик,Да
Volkswagen,Polo,4200000,2015,Алматы,седан,1.6,механика,200000.0,передний привод,слева,белый,Да
Hyundai,Elantra,10500000,2022,Алматы,седан,1.6,автомат,20500.0,передний привод,слева,серый металлик,Да
Zeekr,X,16900000,2023,Алматы,кроссовер,,автомат,250.0,полный привод,слева,зеленый,Да
Mercedes-Benz,C 180,2900000,2000,Алматы,седан,2.0,автомат,,задний привод,слева,черный,Да
Kia,Rio,8189000,2020,Алматы,седан,1.6,автомат,95337.0,передний привод,слева,серый,Да
Lexus,RX 330,7800000,2004,Алматы,кроссовер,3.3,автомат,,полный привод,слева,серебристый металлик,Да
Toyota,Corolla,3500000,2003,Алматы,седан,1.8,автомат,,передний привод,слева,бирюзовый,Да
Toyota,Camry,16700000,2019,Алматы,седан,2.5,автомат,44000.0,передний привод,слева,белый,Да
Peugeot,408,3850000,2014,Алматы,седан,1.6,автомат,67222.0,передний привод,слева,белый,Да
ВАЗ (Lada),Vesta Cross,7989000,2021,Алматы,универсал,1.6,автомат,34223.0,передний привод,слева,красный,Да
Mitsubishi,RVR,1690000,1994,Алматы,минивэн,2.0,автомат,,полный привод,справа,бирюзовый металлик,Да
Toyota,Camry,24000000,2022,Алматы,седан,2.5,автомат,14000.0,передний привод,слева,белый металлик,Да
ВАЗ (Lada),,1550000,2010,Ащибулак,хэтчбек,1.6,механика,179000.0,передний привод,слева,серый металлик,Да
Toyota,Camry,15000000,2019,Алматы,седан,2.5,автомат,59000.0,передний привод,слева,черный металлик,Да
Hyundai,Santa Fe,16000000,2020,Алматы,кроссовер,2.4,автомат,33000.0,полный привод,слева,черный,Да
Mercedes-Benz,E 220,1600000,1993,Алматы,седан,2.2,автомат,77777.0,задний привод,слева,голубой,Да
Daewoo,Nexia,1600000,2011,Алматы,седан,1.5,механика,777777.0,передний привод,слева,белый,Да
Toyota,Camry,4200000,1999,Алматы,седан,2.2,автомат,100000.0,передний привод,слева,серебристый металлик,Да
Mercedes-Benz,Sprinter,7000000,2010,Алматы,фургон,2.2,механика,200000.0,задний привод,слева,белый металлик,Да
Li,L9,30600000,2023,Алматы,кроссовер,1.5,автомат,,полный привод,слева,серый,Нет
Toyota,Land Cruiser,21800000,2011,Алматы,внедорожник,4.7,автомат,100000.0,полный привод,слева,черный металлик,Да
Mercedes-Benz,S 500,5500000,2008,Алматы,седан,5.5,автомат,,задний привод,слева,,Да
Isuzu,Bighorn,5000000,1997,Алматы,внедорожник,3.1,механика,144720.0,полный привод,слева,красный металлик,Да
Opel,Monterey,5000000,1997,Алматы,внедорожник,3.1,механика,144720.0,полный привод,слева,красный металлик,Да
Isuzu,Trooper,5000000,1997,Алматы,внедорожник,3.1,механика,144720.0,полный привод,слева,красный металлик,Да
Chevrolet,Nexia,5840000,2021,Алматы,седан,1.5,автомат,67000.0,передний привод,слева,серый,Да
Mercedes-Benz,G 55 AMG,23800000,2011,Алматы,внедорожник,5.5,автомат,178.0,полный привод,слева,черный,Да
Mercedes-Benz,S 500,30500000,2014,Алматы,седан,4.7,автомат,69400.0,полный привод,слева,белый,Да
Volkswagen,Passat,2300000,1997,Алматы,универсал,1.8,механика,,передний привод,слева,,Да
Suzuki,XL7,5200000,2004,Алматы,внедорожник,2.7,автомат,292838.0,полный привод,слева,черный металлик,Да
Toyota,Camry,9200000,2011,Алматы,седан,2.5,автомат,95000.0,передний привод,слева,черный,Да
Kia,Stinger,18500000,2021,Алматы,лифтбек,2.5,автомат,18500.0,полный привод,слева,белый металлик,Да
Toyota,Raum,3100000,1997,Алматы,минивэн,1.5,автомат,170000.0,передний привод,справа,серебристый металлик,Да
Mitsubishi,Outlander,7500000,2012,Алматы,кроссовер,2.4,вариатор,175000.0,полный привод,слева,белый металлик,Да
Toyota,Camry,7300000,2009,Алматы,седан,2.5,автомат,,передний привод,слева,черный металлик,Да
Toyota,RAV 4,14000000,2018,Алматы,кроссовер,2.0,вариатор,87000.0,полный привод,слева,коричневый металлик,Да
